Site,Event Month,O&O Ad Views
Crackle Toshiba App,Jul-17,540
Crackle Toshiba App,Aug-17,483
Crackle Toshiba App,Sep-17,168
Crackle Toshiba App,Jan-17,"8,126"
Crackle Toshiba App,Oct-17,379
Crackle Toshiba App,Nov-17,836
Crackle Toshiba App,Dec-17,705
Crackle Toshiba App,Feb-17,"7,775"
Crackle Toshiba App,Mar-17,"8,765"
Crackle Toshiba App,Apr-17,"6,091"
Crackle Toshiba App,May-17,"6,413"
Crackle Toshiba App,Jun-17,"3,380"
Crackle Toshiba App,Jul-17,"3,190"
Crackle Toshiba App,Aug-17,905
Crackle Toshiba App,Sep-17,675
Crackle Sony TV App - US,Oct-17,15
Crackle Sony TV App - US,Nov-17,"1,249"
Crackle Sony TV App - US,Aug-17,1
Crackle Sony TV App - US,Sep-17,103
Crackle Sony TV App - US,Oct-17,"3,822"
Crackle Sony TV App - US,Nov-17,"6,884"
Crackle Sony TV App - US,Dec-17,"4,318"
Crackle Sony TV App - US,Aug-17,91
Crackle Sony TV App - US,Sep-17,"3,245"
Crackle Sony TV App - US,Oct-17,105
Crackle Sony TV App - US,Nov-17,"9,240"
Crackle Sony TV App - US,Dec-17,118
Crackle Sony TV App - US,Aug-17,60
Crackle Sony TV App - US,Sep-17,484
Crackle Sony TV App - US,Oct-17,"34,965"
Crackle Sony TV App - US,Nov-17,"47,831"
Crackle Sony TV App - US,Dec-17,"27,833"
Crackle Sony TV App - US,Aug-17,617
Crackle Sony TV App - US,Sep-17,"28,249"
Crackle Sony TV App - US,Oct-17,"89,574"
Crackle Sony TV App - US,Nov-17,"112,241"
Crackle Sony TV App - US,Dec-17,"70,256"
Crackle Sony TV App - US,Aug-17,"28,942"
Crackle Sony TV App - US,Sep-17,"64,920"
Crackle Sony TV App - US,Oct-17,"94,425"
Crackle Sony TV App - US,Nov-17,"178,937"
Crackle Sony TV App - US,Dec-17,"156,856"
Crackle Sony TV App - US,Aug-17,"35,396"
Crackle Sony TV App - US,Sep-17,"112,438"
Crackle Sony TV App - US,Oct-17,"483,000"
Crackle Sony TV App - US,Nov-17,"507,698"
Crackle Sony TV App - US,Dec-17,"268,869"
Crackle Sony TV App - US,Feb-17,284
Crackle Sony TV App - US,Mar-17,"615,706"
Crackle Sony TV App - US,Apr-17,"824,597"
Crackle Sony TV App - US,May-17,"500,406"
Crackle Sony TV App - US,Jun-17,"562,152"
Crackle Sony TV App - US,Jul-17,"582,699"
Crackle Sony TV App - US,Aug-17,"552,043"
Crackle Sony TV App - US,Sep-17,"441,042"
Crackle Sony TV App - US,Oct-17,138
Crackle Sony TV App - US,Nov-17,302
Crackle Sony TV App - US,Dec-17,220
Crackle Sony TV App - US,Aug-17,2
Crackle Sony TV App - US,Sep-17,147
Crackle Sony TV App - US,Oct-17,"3,253"
Crackle Sony TV App - US,Nov-17,"7,230"
Crackle Sony TV App - US,Dec-17,"7,213"
Crackle Sony TV App - US,Aug-17,171
Crackle Sony TV App - US,Sep-17,"1,749"
Crackle Sony TV App - US,Oct-17,311
Crackle Sony TV App - US,Nov-17,418
Crackle Sony TV App - US,Dec-17,613
Crackle Sony TV App - US,Aug-17,33
Crackle Sony TV App - US,Sep-17,480
Crackle Sony TV App - US,Oct-17,"21,944"
Crackle Sony TV App - US,Nov-17,"63,460"
Crackle Sony TV App - US,Dec-17,"49,060"
Crackle Sony TV App - US,Aug-17,"1,285"
Crackle Sony TV App - US,Sep-17,"16,984"
Crackle Sony TV App - US,Jan-17,0
Crackle Sony TV App - US,Oct-17,"732,311"
Crackle Sony TV App - US,Nov-17,"1,197,671"
Crackle Sony TV App - US,Dec-17,"949,109"
Crackle Sony TV App - US,Feb-17,700
Crackle Sony TV App - US,Mar-17,"1,513,780"
Crackle Sony TV App - US,Apr-17,"2,116,987"
Crackle Sony TV App - US,May-17,"1,357,173"
Crackle Sony TV App - US,Jun-17,"1,290,899"
Crackle Sony TV App - US,Jul-17,"1,155,029"
Crackle Sony TV App - US,Aug-17,"1,040,670"
Crackle Sony TV App - US,Sep-17,"904,964"
Crackle Sony TV App - US,Oct-17,240
Crackle Sony TV App - US,Nov-17,203
Crackle Sony TV App - US,Dec-17,212
Crackle Sony TV App - US,Aug-17,0
Crackle Sony TV App - US,Sep-17,76
Crackle Sony TV App - US,Oct-17,"1,418"
Crackle Sony TV App - US,Nov-17,"1,486"
Crackle Sony TV App - US,Dec-17,721
Crackle Sony TV App - US,Aug-17,16
Crackle Sony TV App - US,Sep-17,"1,267"
Crackle Sony TV App - US,Oct-17,579
Crackle Sony TV App - US,Nov-17,593
Crackle Sony TV App - US,Dec-17,295
Crackle Sony TV App - US,Aug-17,2
Crackle Sony TV App - US,Sep-17,211
Crackle Sony TV App - US,Oct-17,647
Crackle Sony TV App - US,Nov-17,667
Crackle Sony TV App - US,Dec-17,"1,770"
Crackle Sony TV App - US,Aug-17,0
Crackle Sony TV App - US,Sep-17,"1,528"
Crackle Sony TV App - US,Oct-17,473
Crackle Sony TV App - US,Nov-17,797
Crackle Sony TV App - US,Dec-17,704
Crackle Sony TV App - US,Sep-17,401
Crackle Sony TV App - US,Oct-17,"4,718"
Crackle Sony TV App - US,Nov-17,"7,169"
Crackle Sony TV App - US,Dec-17,"13,014"
Crackle Sony TV App - US,Aug-17,375
Crackle Sony TV App - US,Sep-17,"14,304"
Crackle Sony TV App - US,Oct-17,261
Crackle Sony TV App - US,Nov-17,388
Crackle Sony TV App - US,Dec-17,325
Crackle Sony TV App - US,Aug-17,0
Crackle Sony TV App - US,Sep-17,69
Crackle Sony TV App - US,Oct-17,"7,768"
Crackle Sony TV App - US,Nov-17,"12,606"
Crackle Sony TV App - US,Dec-17,"7,385"
Crackle Sony TV App - US,Aug-17,571
Crackle Sony TV App - US,Sep-17,"9,546"
Crackle Sony TV App - US,Oct-17,"1,130"
Crackle Sony TV App - US,Nov-17,610
Crackle Sony TV App - US,Dec-17,661
Crackle Sony TV App - US,Sep-17,282
Crackle Sony TV App - US,Oct-17,"71,566"
Crackle Sony TV App - US,Nov-17,"87,178"
Crackle Sony TV App - US,Dec-17,"44,255"
Crackle Sony TV App - US,Aug-17,"3,585"
Crackle Sony TV App - US,Sep-17,"87,810"
Crackle Sony TV App - US,Oct-17,165
Crackle Sony TV App - US,Nov-17,19
Crackle Sony TV App - US,Dec-17,55
Crackle Sony TV App - US,Sep-17,161
Crackle Sony TV App - US,Oct-17,"4,565"
Crackle Sony TV App - US,Nov-17,"11,648"
Crackle Sony TV App - US,Dec-17,"16,935"
Crackle Sony TV App - US,Aug-17,117
Crackle Sony TV App - US,Sep-17,"5,153"
Crackle Sony TV App - US,Oct-17,600
Crackle Sony TV App - US,Nov-17,186
Crackle Sony TV App - US,Dec-17,129
Crackle Sony TV App - US,Aug-17,5
Crackle Sony TV App - US,Sep-17,364
Crackle Sony TV App - US,Oct-17,"36,073"
Crackle Sony TV App - US,Nov-17,"95,959"
Crackle Sony TV App - US,Dec-17,"118,938"
Crackle Sony TV App - US,Aug-17,"26,784"
Crackle Sony TV App - US,Sep-17,"51,539"
Crackle Sony TV App - US,Jan-17,"947,426"
Crackle Sony TV App - US,Oct-17,"29,685"
Crackle Sony TV App - US,Nov-17,"35,199"
Crackle Sony TV App - US,Dec-17,"27,759"
Crackle Sony TV App - US,Feb-17,"788,865"
Crackle Sony TV App - US,Mar-17,"195,047"
Crackle Sony TV App - US,Apr-17,"29,120"
Crackle Sony TV App - US,May-17,"32,959"
Crackle Sony TV App - US,Jun-17,"18,307"
Crackle Sony TV App - US,Jul-17,"20,714"
Crackle Sony TV App - US,Aug-17,"21,932"
Crackle Sony TV App - US,Sep-17,"27,773"
Crackle Sony TV App - US,Jan-17,"2,878,135"
Crackle Sony TV App - US,Oct-17,"104,438"
Crackle Sony TV App - US,Nov-17,"135,450"
Crackle Sony TV App - US,Dec-17,"85,612"
Crackle Sony TV App - US,Feb-17,"2,422,285"
Crackle Sony TV App - US,Mar-17,"893,807"
Crackle Sony TV App - US,Apr-17,"116,757"
Crackle Sony TV App - US,May-17,"148,234"
Crackle Sony TV App - US,Jun-17,"115,976"
Crackle Sony TV App - US,Jul-17,"96,389"
Crackle Sony TV App - US,Aug-17,"107,074"
Crackle Sony TV App - US,Sep-17,"135,039"
Crackle Sony TV App - Canada,Nov-17,17
Crackle Sony TV App - Canada,Dec-17,0
Crackle Sony TV App - Canada,Oct-17,"1,130"
Crackle Sony TV App - Canada,Nov-17,214
Crackle Sony TV App - Canada,Dec-17,385
Crackle Sony TV App - Canada,Aug-17,29
Crackle Sony TV App - Canada,Sep-17,328
Crackle Sony TV App - Canada,Oct-17,14
Crackle Sony TV App - Canada,Nov-17,32
Crackle Sony TV App - Canada,Dec-17,7
Crackle Sony TV App - Canada,Oct-17,"11,276"
Crackle Sony TV App - Canada,Nov-17,"2,360"
Crackle Sony TV App - Canada,Dec-17,"4,750"
Crackle Sony TV App - Canada,Aug-17,107
Crackle Sony TV App - Canada,Sep-17,"4,315"
Crackle Sony TV App - Canada,Oct-17,"9,625"
Crackle Sony TV App - Canada,Nov-17,"7,022"
Crackle Sony TV App - Canada,Dec-17,"10,726"
Crackle Sony TV App - Canada,Aug-17,193
Crackle Sony TV App - Canada,Sep-17,"7,170"
Crackle Sony TV App - Canada,Oct-17,"9,888"
Crackle Sony TV App - Canada,Nov-17,"9,408"
Crackle Sony TV App - Canada,Dec-17,"21,518"
Crackle Sony TV App - Canada,Aug-17,291
Crackle Sony TV App - Canada,Sep-17,"8,415"
Crackle Sony TV App - Canada,Oct-17,"37,332"
Crackle Sony TV App - Canada,Nov-17,"32,527"
Crackle Sony TV App - Canada,Dec-17,"29,784"
Crackle Sony TV App - Canada,Mar-17,"66,079"
Crackle Sony TV App - Canada,Apr-17,"71,748"
Crackle Sony TV App - Canada,May-17,"67,591"
Crackle Sony TV App - Canada,Jun-17,"67,870"
Crackle Sony TV App - Canada,Jul-17,"89,059"
Crackle Sony TV App - Canada,Aug-17,"39,659"
Crackle Sony TV App - Canada,Sep-17,"23,567"
Crackle Sony TV App - Canada,Oct-17,8
Crackle Sony TV App - Canada,Nov-17,59
Crackle Sony TV App - Canada,Dec-17,0
Crackle Sony TV App - Canada,Sep-17,108
Crackle Sony TV App - Canada,Oct-17,193
Crackle Sony TV App - Canada,Nov-17,674
Crackle Sony TV App - Canada,Dec-17,"1,375"
Crackle Sony TV App - Canada,Aug-17,1
Crackle Sony TV App - Canada,Sep-17,163
Crackle Sony TV App - Canada,Oct-17,46
Crackle Sony TV App - Canada,Nov-17,143
Crackle Sony TV App - Canada,Dec-17,21
Crackle Sony TV App - Canada,Aug-17,1
Crackle Sony TV App - Canada,Sep-17,34
Crackle Sony TV App - Canada,Oct-17,"2,025"
Crackle Sony TV App - Canada,Nov-17,"6,573"
Crackle Sony TV App - Canada,Dec-17,"8,658"
Crackle Sony TV App - Canada,Aug-17,142
Crackle Sony TV App - Canada,Sep-17,"2,514"
Crackle Sony TV App - Canada,Oct-17,"54,459"
Crackle Sony TV App - Canada,Nov-17,"50,421"
Crackle Sony TV App - Canada,Dec-17,"61,993"
Crackle Sony TV App - Canada,Mar-17,"142,093"
Crackle Sony TV App - Canada,Apr-17,"168,209"
Crackle Sony TV App - Canada,May-17,"176,880"
Crackle Sony TV App - Canada,Jun-17,"145,925"
Crackle Sony TV App - Canada,Jul-17,"190,137"
Crackle Sony TV App - Canada,Aug-17,"81,454"
Crackle Sony TV App - Canada,Sep-17,"43,413"
Crackle Sony TV App - Canada,Oct-17,24
Crackle Sony TV App - Canada,Nov-17,11
Crackle Sony TV App - Canada,Dec-17,7
Crackle Sony TV App - Canada,Sep-17,14
Crackle Sony TV App - Canada,Oct-17,278
Crackle Sony TV App - Canada,Nov-17,565
Crackle Sony TV App - Canada,Dec-17,790
Crackle Sony TV App - Canada,Aug-17,4
Crackle Sony TV App - Canada,Sep-17,732
Crackle Sony TV App - Canada,Oct-17,112
Crackle Sony TV App - Canada,Nov-17,60
Crackle Sony TV App - Canada,Dec-17,101
Crackle Sony TV App - Canada,Sep-17,19
Crackle Sony TV App - Canada,Oct-17,"4,207"
Crackle Sony TV App - Canada,Nov-17,"3,232"
Crackle Sony TV App - Canada,Dec-17,"4,940"
Crackle Sony TV App - Canada,Aug-17,170
Crackle Sony TV App - Canada,Sep-17,"7,141"
Crackle Sony TV App - Canada,Oct-17,4
Crackle Sony TV App - Canada,Nov-17,6
Crackle Sony TV App - Canada,Dec-17,67
Crackle Sony TV App - Canada,Aug-17,10
Crackle Sony TV App - Canada,Sep-17,43
Crackle Sony TV App - Canada,Oct-17,757
Crackle Sony TV App - Canada,Nov-17,827
Crackle Sony TV App - Canada,Dec-17,"2,342"
Crackle Sony TV App - Canada,Aug-17,2
Crackle Sony TV App - Canada,Sep-17,662
Crackle Sony TV App - Canada,Oct-17,124
Crackle Sony TV App - Canada,Nov-17,40
Crackle Sony TV App - Canada,Dec-17,182
Crackle Sony TV App - Canada,Aug-17,1
Crackle Sony TV App - Canada,Sep-17,64
Crackle Sony TV App - Canada,Oct-17,"6,897"
Crackle Sony TV App - Canada,Nov-17,"4,943"
Crackle Sony TV App - Canada,Dec-17,"18,469"
Crackle Sony TV App - Canada,Aug-17,186
Crackle Sony TV App - Canada,Sep-17,"6,378"
Crackle Sony TV App - Canada,Dec-17,24
Crackle Sony TV App - Canada,Oct-17,6
Crackle Sony TV App - Canada,Dec-17,6
Crackle Sony TV App - Canada,Sep-17,35
Crackle Sony TV App - Canada,Oct-17,721
Crackle Sony TV App - Canada,Nov-17,"1,077"
Crackle Sony TV App - Canada,Dec-17,"1,986"
Crackle Sony TV App - Canada,Aug-17,44
Crackle Sony TV App - Canada,Sep-17,588
Crackle Sony TV App - Canada,Oct-17,14
Crackle Sony TV App - Canada,Nov-17,12
Crackle Sony TV App - Canada,Dec-17,39
Crackle Sony TV App - Canada,Sep-17,58
Crackle Sony TV App - Canada,Oct-17,"7,343"
Crackle Sony TV App - Canada,Nov-17,"10,359"
Crackle Sony TV App - Canada,Dec-17,"12,638"
Crackle Sony TV App - Canada,Aug-17,427
Crackle Sony TV App - Canada,Sep-17,"6,910"
Crackle Sony TV App - Canada,Jan-17,"44,329"
Crackle Sony TV App - Canada,Oct-17,189
Crackle Sony TV App - Canada,Nov-17,"1,063"
Crackle Sony TV App - Canada,Dec-17,771
Crackle Sony TV App - Canada,Feb-17,"34,002"
Crackle Sony TV App - Canada,Mar-17,"6,498"
Crackle Sony TV App - Canada,Apr-17,584
Crackle Sony TV App - Canada,May-17,713
Crackle Sony TV App - Canada,Jun-17,938
Crackle Sony TV App - Canada,Jul-17,"1,045"
Crackle Sony TV App - Canada,Aug-17,295
Crackle Sony TV App - Canada,Sep-17,66
Crackle Sony TV App - Canada,Jan-17,"133,878"
Crackle Sony TV App - Canada,Oct-17,292
Crackle Sony TV App - Canada,Nov-17,665
Crackle Sony TV App - Canada,Dec-17,"1,773"
Crackle Sony TV App - Canada,Feb-17,"104,769"
Crackle Sony TV App - Canada,Mar-17,"24,016"
Crackle Sony TV App - Canada,Apr-17,"2,496"
Crackle Sony TV App - Canada,May-17,"1,813"
Crackle Sony TV App - Canada,Jun-17,"2,943"
Crackle Sony TV App - Canada,Jul-17,"2,754"
Crackle Sony TV App - Canada,Aug-17,870
Crackle Sony TV App - Canada,Sep-17,342
Crackle Sony TV App - Australia,Oct-17,753
Crackle Sony TV App - Australia,Nov-17,"1,134"
Crackle Sony TV App - Australia,Dec-17,"1,048"
Crackle Sony TV App - Australia,Aug-17,24
Crackle Sony TV App - Australia,Sep-17,618
Crackle Sony TV App - Australia,Oct-17,645
Crackle Sony TV App - Australia,Nov-17,760
Crackle Sony TV App - Australia,Dec-17,"1,090"
Crackle Sony TV App - Australia,Aug-17,22
Crackle Sony TV App - Australia,Sep-17,537
Crackle Sony TV App - Australia,Oct-17,"18,579"
Crackle Sony TV App - Australia,Nov-17,"19,159"
Crackle Sony TV App - Australia,Dec-17,"11,561"
Crackle Sony TV App - Australia,Mar-17,"12,345"
Crackle Sony TV App - Australia,Apr-17,"18,127"
Crackle Sony TV App - Australia,May-17,"16,634"
Crackle Sony TV App - Australia,Jun-17,"16,652"
Crackle Sony TV App - Australia,Jul-17,"20,424"
Crackle Sony TV App - Australia,Aug-17,"13,749"
Crackle Sony TV App - Australia,Sep-17,"16,329"
Crackle Sony TV App - Australia,Nov-17,5
Crackle Sony TV App - Australia,Dec-17,5
Crackle Sony TV App - Australia,Sep-17,6
Crackle Sony TV App - Australia,Oct-17,33
Crackle Sony TV App - Australia,Nov-17,55
Crackle Sony TV App - Australia,Dec-17,67
Crackle Sony TV App - Australia,Aug-17,1
Crackle Sony TV App - Australia,Sep-17,82
Crackle Sony TV App - Australia,Oct-17,"3,618"
Crackle Sony TV App - Australia,Nov-17,"4,979"
Crackle Sony TV App - Australia,Dec-17,"4,157"
Crackle Sony TV App - Australia,Mar-17,"3,719"
Crackle Sony TV App - Australia,Apr-17,"5,954"
Crackle Sony TV App - Australia,May-17,"4,359"
Crackle Sony TV App - Australia,Jun-17,"5,007"
Crackle Sony TV App - Australia,Jul-17,"5,424"
Crackle Sony TV App - Australia,Aug-17,"5,153"
Crackle Sony TV App - Australia,Sep-17,"4,843"
Crackle Sony TV App - Australia,Sep-17,2
Crackle Sony TV App - Australia,Oct-17,3
Crackle Sony TV App - Australia,Nov-17,6
Crackle Sony TV App - Australia,Dec-17,4
Crackle Sony TV App - Australia,Oct-17,1
Crackle Sony TV App - Australia,Dec-17,10
Crackle Sony TV App - Australia,Sep-17,3
Crackle Sony TV App - Australia,Jan-17,"6,994"
Crackle Sony TV App - Australia,Oct-17,83
Crackle Sony TV App - Australia,Nov-17,519
Crackle Sony TV App - Australia,Dec-17,51
Crackle Sony TV App - Australia,Feb-17,746
Crackle Sony TV App - Australia,Mar-17,114
Crackle Sony TV App - Australia,Apr-17,1
Crackle Sony TV App - Australia,Jun-17,80
Crackle Sony TV App - Australia,Jul-17,9
Crackle Sony TV App - Australia,Aug-17,51
Crackle Sony TV App - Australia,Sep-17,66
Crackle Sony TV App - Australia,Jan-17,"3,921"
Crackle Sony TV App - Australia,Oct-17,32
Crackle Sony TV App - Australia,Nov-17,525
Crackle Sony TV App - Australia,Dec-17,67
Crackle Sony TV App - Australia,Feb-17,512
Crackle Sony TV App - Australia,Mar-17,23
Crackle Sony TV App - Australia,Apr-17,4
Crackle Sony TV App - Australia,Jun-17,129
Crackle Sony TV App - Australia,Jul-17,13
Crackle Sony TV App - Australia,Aug-17,13
Crackle Samsung App - US,Jan-17,"210,501"
Crackle Samsung App - US,Oct-17,"323,327"
Crackle Samsung App - US,Nov-17,"292,747"
Crackle Samsung App - US,Dec-17,"236,626"
Crackle Samsung App - US,Feb-17,"148,834"
Crackle Samsung App - US,Mar-17,"189,438"
Crackle Samsung App - US,Apr-17,"169,251"
Crackle Samsung App - US,May-17,"152,326"
Crackle Samsung App - US,Jun-17,"173,639"
Crackle Samsung App - US,Jul-17,"198,041"
Crackle Samsung App - US,Aug-17,"215,865"
Crackle Samsung App - US,Sep-17,"202,215"
Crackle Samsung App - US,Jan-17,"441,801"
Crackle Samsung App - US,Oct-17,"449,893"
Crackle Samsung App - US,Nov-17,"746,209"
Crackle Samsung App - US,Dec-17,"792,454"
Crackle Samsung App - US,Feb-17,"383,428"
Crackle Samsung App - US,Mar-17,"494,444"
Crackle Samsung App - US,Apr-17,"412,135"
Crackle Samsung App - US,May-17,"425,862"
Crackle Samsung App - US,Jun-17,"425,469"
Crackle Samsung App - US,Jul-17,"377,040"
Crackle Samsung App - US,Aug-17,"479,581"
Crackle Samsung App - US,Sep-17,"474,205"
Crackle Samsung App - US,Jan-17,"442,614"
Crackle Samsung App - US,Oct-17,"283,964"
Crackle Samsung App - US,Nov-17,"268,388"
Crackle Samsung App - US,Dec-17,"159,162"
Crackle Samsung App - US,Feb-17,"379,519"
Crackle Samsung App - US,Mar-17,"350,669"
Crackle Samsung App - US,Apr-17,"326,413"
Crackle Samsung App - US,May-17,"273,525"
Crackle Samsung App - US,Jun-17,"214,452"
Crackle Samsung App - US,Jul-17,"297,039"
Crackle Samsung App - US,Aug-17,"318,413"
Crackle Samsung App - US,Sep-17,"303,997"
Crackle Samsung App - US,Jan-17,"994,222"
Crackle Samsung App - US,Oct-17,"430,946"
Crackle Samsung App - US,Nov-17,"662,699"
Crackle Samsung App - US,Dec-17,"509,727"
Crackle Samsung App - US,Feb-17,"914,965"
Crackle Samsung App - US,Mar-17,"1,034,438"
Crackle Samsung App - US,Apr-17,"861,695"
Crackle Samsung App - US,May-17,"761,109"
Crackle Samsung App - US,Jun-17,"740,167"
Crackle Samsung App - US,Jul-17,"840,103"
Crackle Samsung App - US,Aug-17,"860,917"
Crackle Samsung App - US,Sep-17,"738,567"
Crackle Samsung App - Canada,Jan-17,"7,539"
Crackle Samsung App - Canada,Oct-17,"9,472"
Crackle Samsung App - Canada,Nov-17,"13,908"
Crackle Samsung App - Canada,Dec-17,"13,629"
Crackle Samsung App - Canada,Feb-17,"6,537"
Crackle Samsung App - Canada,Mar-17,"13,691"
Crackle Samsung App - Canada,Apr-17,"9,889"
Crackle Samsung App - Canada,May-17,"9,617"
Crackle Samsung App - Canada,Jun-17,"9,182"
Crackle Samsung App - Canada,Jul-17,"17,127"
Crackle Samsung App - Canada,Aug-17,"6,778"
Crackle Samsung App - Canada,Sep-17,"5,478"
Crackle Samsung App - Canada,Jan-17,"16,863"
Crackle Samsung App - Canada,Oct-17,"20,315"
Crackle Samsung App - Canada,Nov-17,"28,639"
Crackle Samsung App - Canada,Dec-17,"33,757"
Crackle Samsung App - Canada,Feb-17,"11,420"
Crackle Samsung App - Canada,Mar-17,"25,046"
Crackle Samsung App - Canada,Apr-17,"25,076"
Crackle Samsung App - Canada,May-17,"24,001"
Crackle Samsung App - Canada,Jun-17,"24,652"
Crackle Samsung App - Canada,Jul-17,"36,087"
Crackle Samsung App - Canada,Aug-17,"19,043"
Crackle Samsung App - Canada,Sep-17,"11,437"
Crackle Samsung App - Canada,Jan-17,"32,740"
Crackle Samsung App - Canada,Oct-17,"10,670"
Crackle Samsung App - Canada,Nov-17,"8,624"
Crackle Samsung App - Canada,Dec-17,"9,859"
Crackle Samsung App - Canada,Feb-17,"23,747"
Crackle Samsung App - Canada,Mar-17,"47,970"
Crackle Samsung App - Canada,Apr-17,"34,261"
Crackle Samsung App - Canada,May-17,"22,225"
Crackle Samsung App - Canada,Jun-17,"43,636"
Crackle Samsung App - Canada,Jul-17,"46,442"
Crackle Samsung App - Canada,Aug-17,"10,900"
Crackle Samsung App - Canada,Sep-17,"10,578"
Crackle Samsung App - Canada,Jan-17,"81,852"
Crackle Samsung App - Canada,Oct-17,"20,776"
Crackle Samsung App - Canada,Nov-17,"23,057"
Crackle Samsung App - Canada,Dec-17,"28,186"
Crackle Samsung App - Canada,Feb-17,"64,049"
Crackle Samsung App - Canada,Mar-17,"128,550"
Crackle Samsung App - Canada,Apr-17,"115,446"
Crackle Samsung App - Canada,May-17,"76,278"
Crackle Samsung App - Canada,Jun-17,"142,646"
Crackle Samsung App - Canada,Jul-17,"131,671"
Crackle Samsung App - Canada,Aug-17,"38,778"
Crackle Samsung App - Canada,Sep-17,"23,617"
Crackle Samsung App - Australia,Jan-17,"18,182"
Crackle Samsung App - Australia,Oct-17,"5,546"
Crackle Samsung App - Australia,Nov-17,"12,789"
Crackle Samsung App - Australia,Dec-17,"1,086"
Crackle Samsung App - Australia,Feb-17,"5,672"
Crackle Samsung App - Australia,Mar-17,"7,188"
Crackle Samsung App - Australia,Apr-17,"6,377"
Crackle Samsung App - Australia,May-17,"7,218"
Crackle Samsung App - Australia,Jun-17,"5,600"
Crackle Samsung App - Australia,Jul-17,"6,575"
Crackle Samsung App - Australia,Aug-17,"3,391"
Crackle Samsung App - Australia,Sep-17,"1,588"
Crackle Samsung App - Australia,Jan-17,"5,002"
Crackle Samsung App - Australia,Oct-17,"1,061"
Crackle Samsung App - Australia,Nov-17,"3,412"
Crackle Samsung App - Australia,Dec-17,581
Crackle Samsung App - Australia,Feb-17,"1,315"
Crackle Samsung App - Australia,Mar-17,"1,918"
Crackle Samsung App - Australia,Apr-17,"1,146"
Crackle Samsung App - Australia,May-17,"1,320"
Crackle Samsung App - Australia,Jun-17,"1,894"
Crackle Samsung App - Australia,Jul-17,"2,056"
Crackle Samsung App - Australia,Aug-17,"1,049"
Crackle Samsung App - Australia,Sep-17,368
Crackle Samsung App - Australia,Jan-17,"10,023"
Crackle Samsung App - Australia,Oct-17,673
Crackle Samsung App - Australia,Nov-17,"2,686"
Crackle Samsung App - Australia,Dec-17,117
Crackle Samsung App - Australia,Feb-17,"1,649"
Crackle Samsung App - Australia,Mar-17,701
Crackle Samsung App - Australia,Apr-17,88
Crackle Samsung App - Australia,May-17,34
Crackle Samsung App - Australia,Jun-17,"2,220"
Crackle Samsung App - Australia,Jul-17,592
Crackle Samsung App - Australia,Aug-17,438
Crackle Samsung App - Australia,Sep-17,3
Crackle Samsung App - Australia,Jan-17,"2,452"
Crackle Samsung App - Australia,Oct-17,87
Crackle Samsung App - Australia,Nov-17,602
Crackle Samsung App - Australia,Dec-17,47
Crackle Samsung App - Australia,Feb-17,517
Crackle Samsung App - Australia,Mar-17,85
Crackle Samsung App - Australia,Apr-17,41
Crackle Samsung App - Australia,May-17,14
Crackle Samsung App - Australia,Jun-17,678
Crackle Samsung App - Australia,Jul-17,222
Crackle Samsung App - Australia,Aug-17,80
Crackle Samsung App - Australia,Sep-17,5
Crackle Roku App Stream - US,Jan-17,"1,323"
Crackle Roku App Stream - US,Oct-17,17
Crackle Roku App Stream - US,Nov-17,480
Crackle Roku App Stream - US,Dec-17,71
Crackle Roku App Stream - US,Feb-17,606
Crackle Roku App Stream - US,Mar-17,635
Crackle Roku App Stream - US,Apr-17,735
Crackle Roku App Stream - US,May-17,477
Crackle Roku App Stream - US,Jun-17,82
Crackle Roku App Stream - US,Aug-17,35
Crackle Roku App Stream - US,Sep-17,17
Crackle Roku App Stream - US,Jan-17,"2,685"
Crackle Roku App Stream - US,Oct-17,79
Crackle Roku App Stream - US,Nov-17,533
Crackle Roku App Stream - US,Dec-17,66
Crackle Roku App Stream - US,Feb-17,972
Crackle Roku App Stream - US,Mar-17,819
Crackle Roku App Stream - US,Apr-17,"1,663"
Crackle Roku App Stream - US,May-17,589
Crackle Roku App Stream - US,Jun-17,377
Crackle Roku App Stream - US,Aug-17,30
Crackle Roku App Stream - US,Sep-17,207
Crackle Roku App Stream - Canada,Jan-17,6
Crackle Roku App Stream - Canada,Oct-17,18
Crackle Roku App Stream - Canada,Nov-17,4
Crackle Roku App Stream - Canada,Dec-17,5
Crackle Roku App Stream - Canada,Feb-17,15
Crackle Roku App Stream - Canada,Mar-17,101
Crackle Roku App Stream - Canada,Apr-17,4
Crackle Roku App Stream - Canada,May-17,1
Crackle Roku App Stream - Canada,Aug-17,3
Crackle Roku App Stream - Canada,Sep-17,107
Crackle Roku App Stream - Canada,Jan-17,79
Crackle Roku App Stream - Canada,Oct-17,2
Crackle Roku App Stream - Canada,Nov-17,23
Crackle Roku App Stream - Canada,Dec-17,8
Crackle Roku App Stream - Canada,Feb-17,176
Crackle Roku App Stream - Canada,Mar-17,265
Crackle Roku App Stream - Canada,Apr-17,26
Crackle Roku App Stream - Canada,May-17,226
Crackle Roku App Stream - Canada,Jun-17,43
Crackle Roku App Stream - Canada,Aug-17,6
Crackle Roku App Stream - Canada,Sep-17,33
Crackle Roku - US,Jan-17,"2,079"
Crackle Roku - US,Oct-17,"11,273"
Crackle Roku - US,Nov-17,"50,643"
Crackle Roku - US,Dec-17,"22,158"
Crackle Roku - US,Feb-17,"1,961"
