Site,Event Month,O&O Ad Views
Crackle Android Tablet App - US,Jul-17,"415,320"
Crackle Android Tablet App - US,Aug-17,"381,743"
Crackle Android Tablet App - US,Sep-17,"204,830"
Crackle Android Tablet App - US,Jan-17,"2,210,475"
Crackle Android Tablet App - US,Oct-17,"316,584"
Crackle Android Tablet App - US,Nov-17,"347,420"
Crackle Android Tablet App - US,Dec-17,"255,896"
Crackle Android Tablet App - US,Feb-17,"1,788,292"
Crackle Android Tablet App - US,Mar-17,"1,769,872"
Crackle Android Tablet App - US,Apr-17,"1,486,191"
Crackle Android Tablet App - US,May-17,"1,645,602"
Crackle Android Tablet App - US,Jun-17,"1,371,390"
Crackle Android Tablet App - US,Jul-17,"729,500"
Crackle Android Tablet App - US,Aug-17,"590,670"
Crackle Android Tablet App - US,Sep-17,"363,597"
Crackle Android Tablet App - US,Aug-17,90
Crackle Android Tablet App - Canada,Jan-17,2
Crackle Android Tablet App - Canada,Oct-17,"38,025"
Crackle Android Tablet App - Canada,Nov-17,"50,151"
Crackle Android Tablet App - Canada,Dec-17,"69,987"
Crackle Android Tablet App - Canada,Feb-17,8
Crackle Android Tablet App - Canada,May-17,2
Crackle Android Tablet App - Canada,Jun-17,"9,845"
Crackle Android Tablet App - Canada,Jul-17,"38,358"
Crackle Android Tablet App - Canada,Aug-17,"49,471"
Crackle Android Tablet App - Canada,Sep-17,"40,120"
Crackle Android Tablet App - Canada,Jan-17,9
Crackle Android Tablet App - Canada,Oct-17,"68,704"
Crackle Android Tablet App - Canada,Nov-17,"83,931"
Crackle Android Tablet App - Canada,Dec-17,"138,063"
Crackle Android Tablet App - Canada,Feb-17,48
Crackle Android Tablet App - Canada,Mar-17,27
Crackle Android Tablet App - Canada,Apr-17,37
Crackle Android Tablet App - Canada,Jun-17,"19,917"
Crackle Android Tablet App - Canada,Jul-17,"71,263"
Crackle Android Tablet App - Canada,Aug-17,"98,628"
Crackle Android Tablet App - Canada,Sep-17,"83,696"
Crackle Android Tablet App - Canada,Jan-17,"104,596"
Crackle Android Tablet App - Canada,Oct-17,"36,842"
Crackle Android Tablet App - Canada,Nov-17,"41,638"
Crackle Android Tablet App - Canada,Dec-17,"44,446"
Crackle Android Tablet App - Canada,Feb-17,"73,926"
Crackle Android Tablet App - Canada,Mar-17,"105,587"
Crackle Android Tablet App - Canada,Apr-17,"74,449"
Crackle Android Tablet App - Canada,May-17,"74,480"
Crackle Android Tablet App - Canada,Jun-17,"78,969"
Crackle Android Tablet App - Canada,Jul-17,"61,916"
Crackle Android Tablet App - Canada,Aug-17,"50,701"
Crackle Android Tablet App - Canada,Sep-17,"34,606"
Crackle Android Tablet App - Canada,Jan-17,"158,314"
Crackle Android Tablet App - Canada,Oct-17,"76,952"
Crackle Android Tablet App - Canada,Nov-17,"79,697"
Crackle Android Tablet App - Canada,Dec-17,"82,375"
Crackle Android Tablet App - Canada,Feb-17,"124,714"
Crackle Android Tablet App - Canada,Mar-17,"137,292"
Crackle Android Tablet App - Canada,Apr-17,"129,073"
Crackle Android Tablet App - Canada,May-17,"132,647"
Crackle Android Tablet App - Canada,Jun-17,"131,692"
Crackle Android Tablet App - Canada,Jul-17,"122,855"
Crackle Android Tablet App - Canada,Aug-17,"115,673"
Crackle Android Tablet App - Canada,Sep-17,"59,781"
Crackle Android Tablet App - Canada,Jan-17,98
Crackle Android Tablet App - Canada,Oct-17,57
Crackle Android Tablet App - Canada,Jun-17,104
Crackle Android Tablet App - Australia,Jan-17,27
Crackle Android Tablet App - Australia,Oct-17,"32,404"
Crackle Android Tablet App - Australia,Nov-17,"31,894"
Crackle Android Tablet App - Australia,Dec-17,"23,062"
Crackle Android Tablet App - Australia,Feb-17,17
Crackle Android Tablet App - Australia,Mar-17,17
Crackle Android Tablet App - Australia,Apr-17,4
Crackle Android Tablet App - Australia,May-17,4
Crackle Android Tablet App - Australia,Jun-17,"5,919"
Crackle Android Tablet App - Australia,Jul-17,"12,756"
Crackle Android Tablet App - Australia,Aug-17,"12,063"
Crackle Android Tablet App - Australia,Sep-17,"26,779"
Crackle Android Tablet App - Australia,Oct-17,"2,764"
Crackle Android Tablet App - Australia,Nov-17,"3,590"
Crackle Android Tablet App - Australia,Dec-17,"3,324"
Crackle Android Tablet App - Australia,Mar-17,44
Crackle Android Tablet App - Australia,Jun-17,"1,611"
Crackle Android Tablet App - Australia,Jul-17,"4,290"
Crackle Android Tablet App - Australia,Aug-17,"4,510"
Crackle Android Tablet App - Australia,Sep-17,"3,018"
Crackle Android Tablet App - Australia,Jan-17,"34,811"
Crackle Android Tablet App - Australia,Oct-17,"3,806"
Crackle Android Tablet App - Australia,Nov-17,"3,942"
Crackle Android Tablet App - Australia,Dec-17,"2,344"
Crackle Android Tablet App - Australia,Feb-17,"13,950"
Crackle Android Tablet App - Australia,Mar-17,"20,229"
Crackle Android Tablet App - Australia,Apr-17,"14,783"
Crackle Android Tablet App - Australia,May-17,"14,703"
Crackle Android Tablet App - Australia,Jun-17,"11,890"
Crackle Android Tablet App - Australia,Jul-17,"11,674"
Crackle Android Tablet App - Australia,Aug-17,"3,482"
Crackle Android Tablet App - Australia,Sep-17,"6,765"
Crackle Android Tablet App - Australia,Jan-17,"4,080"
Crackle Android Tablet App - Australia,Oct-17,340
Crackle Android Tablet App - Australia,Nov-17,676
Crackle Android Tablet App - Australia,Dec-17,539
Crackle Android Tablet App - Australia,Feb-17,"2,361"
Crackle Android Tablet App - Australia,Mar-17,"2,655"
Crackle Android Tablet App - Australia,Apr-17,"2,155"
Crackle Android Tablet App - Australia,May-17,"2,055"
Crackle Android Tablet App - Australia,Jun-17,"2,551"
Crackle Android Tablet App - Australia,Jul-17,"1,183"
Crackle Android Tablet App - Australia,Aug-17,598
Crackle Android Tablet App - Australia,Sep-17,454
Crackle Android Tablet App - Australia,Jan-17,8
Crackle Android Handset App - US,Nov-17,627
Crackle Android Handset App - US,Mar-17,1
Crackle Android Handset App - US,Jun-17,148
Crackle Android Handset App - US,Aug-17,"1,683"
Crackle Android Handset App - US,Oct-17,2
Crackle Android Handset App - US,Nov-17,6
Crackle Android Handset App - US,Oct-17,1
Crackle Android Handset App - US,Nov-17,166
Crackle Android Handset App - US,Mar-17,1
Crackle Android Handset App - US,Jun-17,30
Crackle Android Handset App - US,Aug-17,409
Crackle Android Handset App - US,Jan-17,383
Crackle Android Handset App - US,Oct-17,"3,670,054"
Crackle Android Handset App - US,Nov-17,"3,611,361"
Crackle Android Handset App - US,Dec-17,"3,386,964"
Crackle Android Handset App - US,Feb-17,242
Crackle Android Handset App - US,Mar-17,906
Crackle Android Handset App - US,Apr-17,827
Crackle Android Handset App - US,May-17,691
Crackle Android Handset App - US,Jun-17,"785,941"
Crackle Android Handset App - US,Jul-17,"2,907,625"
Crackle Android Handset App - US,Aug-17,"4,238,983"
Crackle Android Handset App - US,Sep-17,"2,825,960"
Crackle Android Handset App - US,Nov-17,318
Crackle Android Handset App - US,Mar-17,2
Crackle Android Handset App - US,Jun-17,91
Crackle Android Handset App - US,Aug-17,752
Crackle Android Handset App - US,Jan-17,"1,992"
Crackle Android Handset App - US,Oct-17,"5,858,638"
Crackle Android Handset App - US,Nov-17,"8,435,931"
Crackle Android Handset App - US,Dec-17,"9,450,644"
Crackle Android Handset App - US,Feb-17,936
Crackle Android Handset App - US,Mar-17,"1,483"
Crackle Android Handset App - US,Apr-17,"1,049"
Crackle Android Handset App - US,May-17,777
Crackle Android Handset App - US,Jun-17,"1,891,738"
Crackle Android Handset App - US,Jul-17,"6,498,500"
Crackle Android Handset App - US,Aug-17,"7,995,609"
Crackle Android Handset App - US,Sep-17,"6,322,796"
Crackle Android Handset App - US,Nov-17,"1,436"
Crackle Android Handset App - US,Mar-17,6
Crackle Android Handset App - US,Jun-17,273
Crackle Android Handset App - US,Aug-17,961
Crackle Android Handset App - US,Jan-17,"2,817,216"
Crackle Android Handset App - US,Oct-17,"167,056"
Crackle Android Handset App - US,Nov-17,"119,175"
Crackle Android Handset App - US,Dec-17,"70,611"
Crackle Android Handset App - US,Feb-17,"2,385,830"
Crackle Android Handset App - US,Mar-17,"2,615,371"
Crackle Android Handset App - US,Apr-17,"2,301,080"
Crackle Android Handset App - US,May-17,"2,259,796"
Crackle Android Handset App - US,Jun-17,"1,852,571"
Crackle Android Handset App - US,Jul-17,"493,932"
Crackle Android Handset App - US,Aug-17,"391,157"
Crackle Android Handset App - US,Sep-17,"143,563"
Crackle Android Handset App - US,Jan-17,"5,910,524"
Crackle Android Handset App - US,Oct-17,"221,212"
Crackle Android Handset App - US,Nov-17,"201,890"
Crackle Android Handset App - US,Dec-17,"133,553"
Crackle Android Handset App - US,Feb-17,"4,942,769"
Crackle Android Handset App - US,Mar-17,"4,982,335"
Crackle Android Handset App - US,Apr-17,"4,120,295"
Crackle Android Handset App - US,May-17,"4,733,841"
Crackle Android Handset App - US,Jun-17,"3,763,722"
Crackle Android Handset App - US,Jul-17,"999,461"
Crackle Android Handset App - US,Aug-17,"566,686"
Crackle Android Handset App - US,Sep-17,"263,797"
Crackle Android Handset App - US,Mar-17,7
Crackle Android Handset App - US,Nov-17,22
Crackle Android Handset App - US,Mar-17,"17,670"
Crackle Android Handset App - US,Jun-17,823
Crackle Android Handset App - US,Aug-17,132
Crackle Android Handset App - US,Jan-17,"1,777,757"
Crackle Android Handset App - US,Oct-17,"7,404"
Crackle Android Handset App - US,Nov-17,"57,771"
Crackle Android Handset App - US,Feb-17,"1,067,757"
Crackle Android Handset App - US,Mar-17,"1,653,134"
Crackle Android Handset App - US,Apr-17,"15,254"
Crackle Android Handset App - US,Aug-17,1
Crackle Android Handset App - US,Jan-17,10
Crackle Android Handset App - US,Oct-17,0
Crackle Android Handset App - US,Feb-17,33
Crackle Android Handset App - US,Mar-17,31
Crackle Android Handset App - US,Apr-17,9
Crackle Android Handset App - US,May-17,10
Crackle Android Handset App - US,Jun-17,11
Crackle Android Handset App - US,Jul-17,3
Crackle Android Handset App - US,Aug-17,25
Crackle Android Handset App - US,Sep-17,2
Crackle Android Handset App - US,Jan-17,16
Crackle Android Handset App - US,Feb-17,10
Crackle Android Handset App - US,Mar-17,50
Crackle Android Handset App - US,Apr-17,1
Crackle Android Handset App - US,May-17,14
Crackle Android Handset App - US,Jun-17,1
Crackle Android Handset App - Canada,Oct-17,35
Crackle Android Handset App - Canada,Aug-17,364
Crackle Android Handset App - Canada,Sep-17,307
Crackle Android Handset App - Canada,Oct-17,6
Crackle Android Handset App - Canada,Aug-17,94
Crackle Android Handset App - Canada,Sep-17,62
Crackle Android Handset App - Canada,Jan-17,20
Crackle Android Handset App - Canada,Oct-17,"57,256"
Crackle Android Handset App - Canada,Nov-17,"63,391"
Crackle Android Handset App - Canada,Dec-17,"88,292"
Crackle Android Handset App - Canada,Feb-17,24
Crackle Android Handset App - Canada,Apr-17,2
Crackle Android Handset App - Canada,May-17,0
Crackle Android Handset App - Canada,Jun-17,"20,257"
Crackle Android Handset App - Canada,Jul-17,"62,809"
Crackle Android Handset App - Canada,Aug-17,"71,810"
Crackle Android Handset App - Canada,Sep-17,"38,883"
Crackle Android Handset App - Canada,Oct-17,14
Crackle Android Handset App - Canada,Aug-17,134
Crackle Android Handset App - Canada,Sep-17,105
Crackle Android Handset App - Canada,Jan-17,99
Crackle Android Handset App - Canada,Oct-17,"104,446"
Crackle Android Handset App - Canada,Nov-17,"133,201"
Crackle Android Handset App - Canada,Dec-17,"209,186"
Crackle Android Handset App - Canada,Feb-17,105
Crackle Android Handset App - Canada,Mar-17,39
Crackle Android Handset App - Canada,Apr-17,59
Crackle Android Handset App - Canada,May-17,26
Crackle Android Handset App - Canada,Jun-17,"41,367"
Crackle Android Handset App - Canada,Jul-17,"136,454"
Crackle Android Handset App - Canada,Aug-17,"167,934"
Crackle Android Handset App - Canada,Sep-17,"72,059"
Crackle Android Handset App - Canada,Oct-17,90
Crackle Android Handset App - Canada,Aug-17,"1,076"
Crackle Android Handset App - Canada,Sep-17,858
Crackle Android Handset App - Canada,Jan-17,"92,059"
Crackle Android Handset App - Canada,Oct-17,"3,217"
Crackle Android Handset App - Canada,Nov-17,"3,720"
Crackle Android Handset App - Canada,Dec-17,"3,441"
Crackle Android Handset App - Canada,Feb-17,"79,468"
Crackle Android Handset App - Canada,Mar-17,"85,848"
Crackle Android Handset App - Canada,Apr-17,"65,717"
Crackle Android Handset App - Canada,May-17,"65,925"
Crackle Android Handset App - Canada,Jun-17,"50,571"
Crackle Android Handset App - Canada,Jul-17,"9,963"
Crackle Android Handset App - Canada,Aug-17,"6,567"
Crackle Android Handset App - Canada,Sep-17,"2,448"
Crackle Android Handset App - Canada,Jan-17,"126,604"
Crackle Android Handset App - Canada,Oct-17,"5,750"
Crackle Android Handset App - Canada,Nov-17,"5,157"
Crackle Android Handset App - Canada,Dec-17,"3,891"
Crackle Android Handset App - Canada,Feb-17,"103,667"
Crackle Android Handset App - Canada,Mar-17,"110,706"
Crackle Android Handset App - Canada,Apr-17,"103,603"
Crackle Android Handset App - Canada,May-17,"113,778"
Crackle Android Handset App - Canada,Jun-17,"72,957"
Crackle Android Handset App - Canada,Jul-17,"17,911"
Crackle Android Handset App - Canada,Aug-17,"14,099"
Crackle Android Handset App - Canada,Sep-17,"4,645"
Crackle Android Handset App - Canada,Jan-17,4
Crackle Android Handset App - Canada,Oct-17,11
Crackle Android Handset App - Canada,Aug-17,230
Crackle Android Handset App - Canada,Sep-17,145
Crackle Android Handset App - Canada,Jan-17,468
Crackle Android Handset App - Canada,Oct-17,7
Crackle Android Handset App - Canada,Jun-17,264
Crackle Android Handset App - Australia,Jan-17,83
Crackle Android Handset App - Australia,Oct-17,"28,613"
Crackle Android Handset App - Australia,Nov-17,"25,242"
Crackle Android Handset App - Australia,Dec-17,"15,415"
Crackle Android Handset App - Australia,Feb-17,27
Crackle Android Handset App - Australia,Mar-17,30
Crackle Android Handset App - Australia,Apr-17,6
Crackle Android Handset App - Australia,May-17,2
Crackle Android Handset App - Australia,Jun-17,"7,555"
Crackle Android Handset App - Australia,Jul-17,"16,478"
Crackle Android Handset App - Australia,Aug-17,"14,946"
Crackle Android Handset App - Australia,Sep-17,"22,744"
Crackle Android Handset App - Australia,Jan-17,4
Crackle Android Handset App - Australia,Oct-17,"6,965"
Crackle Android Handset App - Australia,Nov-17,"5,745"
Crackle Android Handset App - Australia,Dec-17,"5,393"
Crackle Android Handset App - Australia,Feb-17,23
Crackle Android Handset App - Australia,Mar-17,4
Crackle Android Handset App - Australia,Jun-17,"2,849"
Crackle Android Handset App - Australia,Jul-17,"7,819"
Crackle Android Handset App - Australia,Aug-17,"7,793"
Crackle Android Handset App - Australia,Sep-17,"5,395"
Crackle Android Handset App - Australia,Jan-17,"23,312"
Crackle Android Handset App - Australia,Oct-17,"1,197"
Crackle Android Handset App - Australia,Nov-17,"1,338"
Crackle Android Handset App - Australia,Dec-17,794
Crackle Android Handset App - Australia,Feb-17,"7,936"
Crackle Android Handset App - Australia,Mar-17,"11,975"
Crackle Android Handset App - Australia,Apr-17,"9,098"
Crackle Android Handset App - Australia,May-17,"10,075"
Crackle Android Handset App - Australia,Jun-17,"5,973"
Crackle Android Handset App - Australia,Jul-17,"3,172"
Crackle Android Handset App - Australia,Aug-17,"1,382"
Crackle Android Handset App - Australia,Sep-17,"1,628"
Crackle Android Handset App - Australia,Jan-17,"8,259"
Crackle Android Handset App - Australia,Oct-17,245
Crackle Android Handset App - Australia,Nov-17,261
Crackle Android Handset App - Australia,Dec-17,196
Crackle Android Handset App - Australia,Feb-17,"3,778"
Crackle Android Handset App - Australia,Mar-17,"5,720"
Crackle Android Handset App - Australia,Apr-17,"4,422"
Crackle Android Handset App - Australia,May-17,"4,070"
Crackle Android Handset App - Australia,Jun-17,"3,049"
Crackle Android Handset App - Australia,Jul-17,905
Crackle Android Handset App - Australia,Aug-17,358
Crackle Android Handset App - Australia,Sep-17,248
Crackle Android Handset App - Australia,Jan-17,10
Crackle Amazon TV Stick App - US,Jan-17,"3,245"
Crackle Amazon TV Stick App - US,Feb-17,"1,460"
Crackle Amazon TV Stick App - US,Mar-17,"1,741"
Crackle Amazon TV Stick App - US,Apr-17,754
Crackle Amazon TV Stick App - US,May-17,786
Crackle Amazon TV Stick App - US,Jun-17,501
Crackle Amazon TV Stick App - US,Jul-17,253
Crackle Amazon TV Stick App - US,Aug-17,889
Crackle Amazon TV Stick App - US,Sep-17,344
Crackle Amazon TV Stick App - US,Jan-17,"6,436"
Crackle Amazon TV Stick App - US,Feb-17,"2,993"
Crackle Amazon TV Stick App - US,Mar-17,"3,526"
Crackle Amazon TV Stick App - US,Apr-17,"2,799"
Crackle Amazon TV Stick App - US,May-17,"3,743"
Crackle Amazon TV Stick App - US,Jun-17,"2,795"
Crackle Amazon TV Stick App - US,Jul-17,"1,940"
Crackle Amazon TV Stick App - US,Aug-17,"2,179"
Crackle Amazon TV Stick App - US,Sep-17,470
Crackle Amazon TV App - US,Nov-17,248
Crackle Amazon TV App - US,Dec-17,972
Crackle Amazon TV App - US,Oct-17,13
Crackle Amazon TV App - US,Nov-17,"1,882"
Crackle Amazon TV App - US,Dec-17,"20,760"
Crackle Amazon TV App - US,Nov-17,"3,272"
Crackle Amazon TV App - US,Dec-17,"6,197"
Crackle Amazon TV App - US,Oct-17,35
Crackle Amazon TV App - US,Nov-17,"13,056"
Crackle Amazon TV App - US,Dec-17,"104,603"
Crackle Amazon TV App - US,Oct-17,115
Crackle Amazon TV App - US,Nov-17,"154,148"
Crackle Amazon TV App - US,Dec-17,"1,390,460"
Crackle Amazon TV App - US,Oct-17,57
Crackle Amazon TV App - US,Nov-17,"165,521"
Crackle Amazon TV App - US,Dec-17,"3,235,973"
Crackle Amazon TV App - US,Oct-17,"1,490"
Crackle Amazon TV App - US,Nov-17,"470,107"
Crackle Amazon TV App - US,Dec-17,"4,915,753"
Crackle Amazon TV App - US,Oct-17,0
Crackle Amazon TV App - US,Nov-17,300
Crackle Amazon TV App - US,Dec-17,"4,585"
Crackle Amazon TV App - US,Oct-17,0
Crackle Amazon TV App - US,Nov-17,"3,912"
Crackle Amazon TV App - US,Dec-17,"27,950"
Crackle Amazon TV App - US,Nov-17,"1,392"
Crackle Amazon TV App - US,Dec-17,"19,840"
Crackle Amazon TV App - US,Nov-17,"21,930"
Crackle Amazon TV App - US,Dec-17,"132,021"
Crackle Amazon TV App - US,Oct-17,"1,350"
Crackle Amazon TV App - US,Nov-17,"647,573"
Crackle Amazon TV App - US,Dec-17,"10,551,505"
Crackle Amazon TV App - US,Oct-17,0
Crackle Amazon TV App - US,Nov-17,475
Crackle Amazon TV App - US,Dec-17,"5,792"
Crackle Amazon TV App - US,Nov-17,"3,213"
Crackle Amazon TV App - US,Dec-17,"28,532"
Crackle Amazon TV App - US,Oct-17,1
Crackle Amazon TV App - US,Nov-17,"1,992"
Crackle Amazon TV App - US,Dec-17,"8,006"
Crackle Amazon TV App - US,Oct-17,15
Crackle Amazon TV App - US,Nov-17,978
Crackle Amazon TV App - US,Dec-17,"303,716"
Crackle Amazon TV App - US,Oct-17,11
Crackle Amazon TV App - US,Nov-17,"12,520"
Crackle Amazon TV App - US,Dec-17,"34,353"
Crackle Amazon TV App - US,Oct-17,44
Crackle Amazon TV App - US,Nov-17,"5,920"
Crackle Amazon TV App - US,Dec-17,"1,444,238"
Crackle Amazon TV App - US,Oct-17,0
Crackle Amazon TV App - US,Nov-17,319
Crackle Amazon TV App - US,Dec-17,"4,137"
Crackle Amazon TV App - US,Nov-17,415
Crackle Amazon TV App - US,Dec-17,"17,811"
Crackle Amazon TV App - US,Nov-17,"2,146"
Crackle Amazon TV App - US,Dec-17,"28,647"
